AT,GO,contig,O_sativa_locus_annotation,ProbeName,TargetID,Sig Index PrF_T3_Oil,Sig Index PrF_T3_State,Sum Sig Index for F-Tests,Avg Sig Index for F-Tests
AT5G14460,GO:0019288/GO:0009451/GO:0009451/GO:0005215/GO:0009451/GO:0005634/GO:0001522/GO:0009982/GO:0001522/GO:0003723/GO:0009982/GO:0006396/GO:0006396/GO:0019288/GO:0009451,S_alt_contig04256,LOC_Os05g01750,CUST_10381_PI428634872,S_alt_contig04256,1,1,2,1
NA,,S_alt_contig04263_NB,,CUST_10387_PI428634872,S_alt_contig04263_NB,1,0,1,0.5
AT1G50920,GO:0005634/GO:0016020/GO:0000166/GO:0001510/GO:0005525/GO:0005525/GO:0001510,S_alt_contig04273,LOC_Os06g09570,CUST_10391_PI428634872,S_alt_contig04273,1,0,1,0.5
AT5G55760,GO:0005737/GO:0070403/GO:0006476/GO:0006342/GO:0005677/GO:0005677/GO:0006476/GO:0006355/GO:0006355/GO:0006355/GO:0006476/GO:0070403/GO:0006342/GO:0006342/GO:0008270/GO:0003677,S_alt_contig04280,LOC_Os04g20270,CUST_10397_PI428634872,S_alt_contig04280,1,0,1,0.5
AT5G03080,GO:0006464/GO:0006651/GO:0006651/GO:0016020/GO:0008474/GO:0003824/GO:0006464/GO:0006464/GO:0008195/GO:0048868/GO:0009507,S_alt_contig04282,LOC_Os03g17940,CUST_10399_PI428634872,S_alt_contig04282,1,0,1,0.5
AT3G52730,GO:0005739/GO:0006122/GO:0006122/GO:0005739/GO:0006122/GO:0008121/GO:0005740/GO:0005750/GO:0008121/GO:0005739/GO:0005750/GO:0005750/GO:0009853/GO:0006122/GO:0005740/GO:0005740/GO:0005740/GO:0009853/GO:0008121/GO:0006122/GO:0016020/GO:0005750/GO:0005740/GO:0008121/GO:0006122/GO:0005740,S_alt_contig04287,LOC_Os05g33210,CUST_10401_PI428634872,S_alt_contig04287,1,1,2,1
NA,,S_alt_contig04289_RC,LOC_Os08g05640,CUST_10402_PI428634872,S_alt_contig04289_RC,1,0,1,0.5
AT1G54630,GO:0009570/GO:0006633/GO:0006633/GO:0009507/GO:0009570/GO:0009507/GO:0031177/GO:0009570/GO:0006633/GO:0009507/GO:0009570/GO:0006633/GO:0009507/GO:0000036,S_alt_contig04291,LOC_Os08g43580,CUST_10404_PI428634872,S_alt_contig04291,1,0,1,0.5
AT3G62870,GO:0005737/GO:0022626/GO:0016020/GO:0022625/GO:0022625/GO:0022625/GO:0001510/GO:0022626/GO:0022626/GO:0001510/GO:0022626/GO:0022626/GO:0022626/GO:0022626/GO:0005774/GO:0003735/GO:0042254/GO:0005829/GO:0005774/GO:0006412/GO:0022626/GO:0022626/GO:0022626/GO:0005774/GO:0006412/GO:0030529/GO:0006412/GO:0022626/GO:0022626/GO:0022625,S_alt_contig04296,LOC_Os09g32976,CUST_10408_PI428634872,S_alt_contig04296,1,0,1,0.5
AT5G48870,GO:0009414/GO:0005732/GO:0009737/GO:0005634/GO:0003723/GO:0009414/GO:0005634,S_alt_contig04309,LOC_Os05g32310,CUST_10416_PI428634872,S_alt_contig04309,1,0,1,0.5
AT5G50180,GO:0007020/GO:0004674/GO:0016772/GO:0004672/GO:0004712/GO:0004712/GO:0004672/GO:0016301/GO:0006468/GO:0004674/GO:0005524/GO:0006468/GO:0005524/GO:0007020/GO:0006468,S_alt_contig04325_RC,LOC_Os02g38080,CUST_10428_PI428634872,S_alt_contig04325_RC,1,0,1,0.5
AT4G33950,GO:0004674/GO:0005524/GO:0016301/GO:0004672/GO:0009414/GO:0009931/GO:0006468/GO:0005829/GO:0009738/GO:0010119/GO:0006970/GO:0004672/GO:0009737/GO:0005524/GO:0006468/GO:0006468/GO:0009414/GO:0006970/GO:0009737/GO:0009737/GO:0019432/GO:0005515/GO:0004713/GO:0004674/GO:0009414/GO:0004674/GO:0009414/GO:0006636/GO:0009414/GO:0042744/GO:0005515/GO:0004674/GO:0009414/GO:0010118/GO:0006970/GO:0004672/GO:0016301/GO:0010119/GO:0042742/GO:0004672/GO:0009931/GO:0010119/GO:0042744/GO:0009738/GO:0009414/GO:0009737/GO:0042744/GO:0004672/GO:0005634/GO:0016772/GO:0042742/GO:0005524/GO:0006468/GO:0004672/GO:0019432/GO:2000377/GO:0005634/GO:2000377/GO:0006468/GO:0004713/GO:0004672/GO:0009414/GO:0009651/GO:0005985/GO:0009737/GO:0005985/GO:0048366/GO:0016772/GO:0004672/GO:0009651/GO:0040007/GO:0005524/GO:0005634/GO:0009737/GO:0005737/GO:0006468/GO:0006970/GO:0006636,S_alt_contig04328,LOC_Os03g55600,CUST_10430_PI428634872,S_alt_contig04328,1,1,2,1
NA,,S_alt_contig04333_NB,,CUST_10433_PI428634872,S_alt_contig04333_NB,1,1,2,1
AT1G67785,GO:0003674/GO:0008150/GO:0005739/GO:0005747/GO:0005747/GO:0005747/GO:0005747,S_alt_contig04337,LOC_Os01g68030,CUST_10437_PI428634872,S_alt_contig04337,1,0,1,0.5
AT2G36990,GO:0006355/GO:0019288/GO:0006355/GO:0006352/GO:0003677/GO:0045893/GO:0034660/GO:0045893/GO:0006352/GO:0003899/GO:0009507/GO:0001053/GO:0034660/GO:0071482/GO:0090351/GO:0006352/GO:0009536/GO:0016987/GO:0019288/GO:0045893/GO:0010027/GO:0045893/GO:0009902/GO:0009902/GO:0009965/GO:0005634/GO:0045893/GO:0016117/GO:0006355/GO:0071483/GO:0045893/GO:0003700/GO:0005515/GO:0016987/GO:0016117/GO:0030154/GO:0010027/GO:0009536/GO:0071482/GO:0071483,S_alt_contig04345,LOC_Os08g14450,CUST_10441_PI428634872,S_alt_contig04345,1,0,1,0.5
AT1G69670,GO:0005515/GO:0005515/GO:0006511/GO:0045010/GO:0004842/GO:0005515/GO:0010090/GO:0007155/GO:0009793/GO:0031625/GO:0051301/GO:0010090/GO:0045010/GO:0048765/GO:0010228/GO:0005515/GO:0048765/GO:0000151/GO:0006511/GO:0000911/GO:0010072/GO:0009793/GO:0009880/GO:0007062/GO:0005515/GO:0031461/GO:0006511/GO:0006511/GO:0010413/GO:0005515/GO:0005515/GO:0007062/GO:0010431/GO:0010413/GO:0005515/GO:0071555/GO:0005515/GO:0006511/GO:0010090/GO:0045492/GO:0006511/GO:0005634/GO:0009960/GO:0005515/GO:0005515/GO:0005515/GO:0045492/GO:0045595/GO:0005515/GO:0071555/GO:0005515,S_alt_contig04350_RC,LOC_Os08g07400,CUST_10446_PI428634872,S_alt_contig04350_RC,1,1,2,1
NA,,S_alt_contig04355_NB,,CUST_10449_PI428634872,S_alt_contig04355_NB,1,1,2,1
AT5G24300,GO:0009570/GO:0009570/GO:0009250/GO:0016757/GO:0019375/GO:0019252/GO:0009570/GO:0009570/GO:0019375/GO:0010021/GO:0019252/GO:0043085/GO:0009250/GO:0009570/GO:0009011/GO:0000023/GO:0009507/GO:0009250/GO:0009058/GO:0009570/GO:0005739/GO:0009570/GO:0009250/GO:0009058/GO:0009570/GO:0000023/GO:0005739/GO:0009570/GO:0009570/GO:0001666/GO:0009507/GO:0001666/GO:0009570/GO:0009570,S_alt_contig04362_RC,LOC_Os06g06560,CUST_10455_PI428634872,S_alt_contig04362_RC,1,0,1,0.5
AT4G20410,GO:0006886/GO:0006886/GO:0005794/GO:0006886/GO:0006886/GO:0005783/GO:0005215/GO:0005886,S_alt_contig04372_RC,LOC_Os04g52760,CUST_10464_PI428634872,S_alt_contig04372_RC,1,0,1,0.5
AT1G03350,GO:0008150/GO:0003674/GO:0005737,S_alt_contig04385,LOC_Os07g45310,CUST_10468_PI428634872,S_alt_contig04385,1,1,2,1
AT2G36740,GO:0006355/GO:0005634/GO:0006338/GO:0006355/GO:0008284/GO:0003677/GO:0006338/GO:0042742/GO:0006355/GO:0005634/GO:0042742/GO:0009909,S_alt_contig04387,LOC_Os08g09320,CUST_10470_PI428634872,S_alt_contig04387,1,0,1,0.5
AT1G31330,GO:0009535/GO:0009941/GO:0009579/GO:0009941/GO:0016020/GO:0009941/GO:0009941/GO:0010287/GO:0009941/GO:0009535/GO:0009534/GO:0009535/GO:0009522/GO:0009535/GO:0009534/GO:0015979/GO:0010287/GO:0009941/GO:0009507/GO:0003674/GO:0019344/GO:0010287/GO:0009941/GO:0010287/GO:0009535/GO:0009535/GO:0015979/GO:0010287/GO:0009507/GO:0019344/GO:0009535/GO:0009534/GO:0009535/GO:0009941/GO:0009507/GO:0015979/GO:0009535/GO:0009538/GO:0009535/GO:0009538/GO:0010287/GO:0009535/GO:0009535/GO:0009534/GO:0009535/GO:0009538/GO:0010287/GO:0009535/GO:0009522/GO:0009538/GO:0009535/GO:0015979/GO:0010287,S_alt_contig04394,LOC_Os03g56670,CUST_10474_PI428634872,S_alt_contig04394,1,0,1,0.5
AT5G57360,GO:0006511/GO:0006635/GO:0005634/GO:0010498/GO:0006511/GO:0006355/GO:0007165/GO:0005515/GO:0006355/GO:0005515/GO:0005515/GO:0005515/GO:0004871/GO:0006355/GO:0006511/GO:0007623/GO:0005515/GO:0005515/GO:0005829/GO:0005515/GO:0031146/GO:0042752/GO:0005515/GO:0010114/GO:0005634/GO:0006635/GO:0007623/GO:0005634/GO:0031146/GO:0007623/GO:0006355/GO:0006511/GO:0006355/GO:0010498/GO:0019005/GO:0019005/GO:0031146/GO:0006511/GO:0005515/GO:0005515/GO:0004871/GO:0007623/GO:0016558/GO:0043153/GO:0044265/GO:0009882/GO:0016558/GO:0016558/GO:0009908/GO:0007165/GO:0044265/GO:0005515/GO:0006511/GO:0042752/GO:0010498/GO:0006355/GO:0004842/GO:0009639/GO:0005634,S_alt_contig04395_RC,LOC_Os02g05700,CUST_10475_PI428634872,S_alt_contig04395_RC,1,0,1,0.5
AT1G05805,GO:0006355/GO:0005634/GO:0003700/GO:0003700/GO:0003677/GO:0005829/GO:0006355/GO:0006355,S_alt_contig04400,LOC_Os04g41229,CUST_10480_PI428634872,S_alt_contig04400,1,0,1,0.5
AT3G56720,GO:0005634/GO:0005634/GO:0008150/GO:0005634/GO:0003674,S_alt_contig04402,LOC_Os10g34660,CUST_10481_PI428634872,S_alt_contig04402,1,0,1,0.5
AT5G47120,GO:0031348/GO:0006983/GO:0005515/GO:0006612/GO:0043069/GO:0050832/GO:0009409/GO:0030968/GO:0043069/GO:0050832/GO:0005886/GO:0009862/GO:0009862/GO:0009409/GO:0005515/GO:0005783/GO:0009738/GO:0034976/GO:0000165/GO:0007154/GO:0009414/GO:0009414/GO:0006612/GO:0010363/GO:0043066/GO:0005635/GO:0005635/GO:0006983/GO:0009867/GO:0043069/GO:0030968/GO:0030968/GO:0034976/GO:0006983/GO:0000038/GO:0010363/GO:0006984/GO:0009862/GO:0005737/GO:0006983/GO:0009738/GO:0005783/GO:0000038/GO:0009867/GO:0009862,S_alt_contig04410,LOC_Os02g03280,CUST_10485_PI428634872,S_alt_contig04410,1,1,2,1
AT3G51000,GO:0005829/GO:0005634/GO:0003824/GO:0004301,S_alt_contig04419,LOC_Os12g43970,CUST_10491_PI428634872,S_alt_contig04419,1,1,2,1
AT5G44800,GO:0003677/GO:0004386/GO:0003682/GO:0008270/GO:0006333/GO:0006333/GO:0003676/GO:0005524/GO:0004386/GO:0009506/GO:0005634/GO:0005524/GO:0005524/GO:0005524/GO:0003677/GO:0005634,S_alt_contig04420,LOC_Os02g57200,CUST_10492_PI428634872,S_alt_contig04420,1,0,1,0.5
AT4G37740,GO:0009965/GO:0009737/GO:0005524/GO:0006355/GO:0016818/GO:0009793/GO:0005634/GO:0006355/GO:0005524/GO:0048366/GO:0009845/GO:0010162/GO:0005634/GO:0006355/GO:0005634,S_alt_contig04424,LOC_Os11g35030,CUST_10494_PI428634872,S_alt_contig04424,1,0,1,0.5
AT5G23960,GO:0008152/GO:0016106/GO:0051762/GO:0010333/GO:0080027/GO:0000287/GO:0009507/GO:0008152/GO:0016829/GO:0051762/GO:0080016/GO:0009507/GO:0080017/GO:0016829/GO:0000287/GO:0016106/GO:0010333,S_alt_contig04438_RC,LOC_Os03g24760,CUST_10505_PI428634872,S_alt_contig04438_RC,1,1,2,1
AT4G13650,GO:0005739/GO:0008150,S_5sp_contig21820_RC,LOC_Os12g01910,CUST_1050_PI428634872,S_5sp_contig21820_RC,1,0,1,0.5
AT3G47470,GO:0010287/GO:0009579/GO:0016168/GO:0009765/GO:0009941/GO:0019344/GO:0009507/GO:0010287/GO:0009765/GO:0009535/GO:0030003/GO:0009535/GO:0009534/GO:0009535/GO:0009535/GO:0015979/GO:0009507/GO:0009534/GO:0009941/GO:0080167/GO:0016020/GO:0070838/GO:0019344/GO:0030076/GO:0009535/GO:0010287/GO:0009535/GO:0009941/GO:0009535/GO:0009535/GO:0010287/GO:0009535/GO:0009535/GO:0016168/GO:0009535/GO:0009535/GO:0016020/GO:0009507/GO:0009765/GO:0009941/GO:0009534/GO:0009534/GO:0009535/GO:0009535/GO:0009535/GO:0015979,S_alt_contig04449,LOC_Os08g33820,CUST_10511_PI428634872,S_alt_contig04449,1,0,1,0.5
AT1G56720,GO:0006468/GO:0005524/GO:0004674/GO:0006468/GO:0006468/GO:0005524/GO:0046777/GO:0005886/GO:0006468/GO:0006468/GO:0016772/GO:0004672/GO:0046777/GO:0004674/GO:0004674/GO:0005886/GO:0005524/GO:0005524/GO:0016772/GO:0004672/GO:0046777/GO:0006468/GO:0004672/GO:0005524/GO:0004672/GO:0006468/GO:0016301/GO:0006468/GO:0004674/GO:0004672/GO:0004672/GO:0005886/GO:0004674/GO:0005524/GO:0006468/GO:0016772/GO:0004674/GO:0004674/GO:0004674,S_5sp_contig21821_RC,LOC_Os11g01740,CUST_1051_PI428634872,S_5sp_contig21821_RC,1,1,2,1
AT5G60580,GO:0005737/GO:0005737/GO:0008270/GO:0008270/GO:0008270/GO:0005737/GO:0008270/GO:0008270/GO:0008150/GO:0005737,S_alt_contig04466_RC,LOC_Os06g46366,CUST_10521_PI428634872,S_alt_contig04466_RC,1,0,1,0.5
AT5G10650,GO:0010260/GO:0008270/GO:0008270/GO:0007165/GO:0005634/GO:0009755/GO:0006914/GO:0005634/GO:0006914/GO:0008270/GO:0009755,S_alt_contig04470_RC,LOC_Os04g51400,CUST_10525_PI428634872,S_alt_contig04470_RC,1,1,2,1
AT1G34220,GO:0008150/GO:0003674,S_alt_contig04476,LOC_Os08g07830,CUST_10529_PI428634872,S_alt_contig04476,1,1,2,1
AT1G76380,GO:0009506/GO:0008150/GO:0005634/GO:0005634/GO:0005634/GO:0003677,S_5sp_contig21835,LOC_Os03g03870,CUST_1052_PI428634872,S_5sp_contig21835,1,0,1,0.5
AT5G26040,GO:0004407/GO:0008150/GO:0005634/GO:0004407/GO:0005634,S_alt_contig04480,LOC_Os06g37420,CUST_10533_PI428634872,S_alt_contig04480,1,1,2,1
AT1G13960,GO:0006355/GO:0005634/GO:0003700/GO:0003700/GO:0006355/GO:0003700/GO:0006355/GO:0043565/GO:0006355/GO:0043565/GO:0003677/GO:0006355/GO:0003700/GO:0006355/GO:0006355/GO:0006355/GO:0003700/GO:0005634/GO:0006355/GO:0006355/GO:0003700/GO:0006355/GO:0006355/GO:0003700,S_5sp_contig21849,LOC_Os08g17400,CUST_1053_PI428634872,S_5sp_contig21849,1,0,1,0.5
NA,,S_alt_contig04493_NB,,CUST_10541_PI428634872,S_alt_contig04493_NB,1,0,1,0.5
AT5G18520,GO:0009507/GO:0016021/GO:0002237/GO:0010015,S_alt_contig04500_RC,LOC_Os01g61970,CUST_10544_PI428634872,S_alt_contig04500_RC,1,0,1,0.5
AT5G23890,GO:0009535/GO:0009941/GO:0009535/GO:0009941/GO:0009941/GO:0009941/GO:0009535/GO:0009535/GO:0009535/GO:0009536/GO:0009941/GO:0009941/GO:0009941/GO:0009941/GO:0009536/GO:0009941/GO:0009535/GO:0009941/GO:0009941/GO:0009535/GO:0009507/GO:0009941/GO:0005739/GO:0009535/GO:0009507/GO:0009941/GO:0009507/GO:0009535/GO:0009941/GO:0009941/GO:0009941/GO:0009535,S_alt_contig04502,LOC_Os03g64400,CUST_10546_PI428634872,S_alt_contig04502,1,0,1,0.5
AT3G13882,GO:0003735/GO:0005739/GO:0005622/GO:0006412/GO:0005840/GO:0005622/GO:0006412/GO:0006412/GO:0005739/GO:0006412/GO:0005840/GO:0006412/GO:0003735/GO:0006412,S_alt_contig04505,LOC_Os01g39010,CUST_10548_PI428634872,S_alt_contig04505,1,1,2,1
AT3G54650,GO:0006511/GO:0005515/GO:0006261/GO:0005515/GO:0006261/GO:0055047/GO:0006511/GO:0009790/GO:0009555/GO:0006511/GO:0005515/GO:0006511/GO:0001673/GO:0019005/GO:0004842/GO:0005515/GO:0031146/GO:0006511/GO:0055047/GO:0009507/GO:0031146/GO:0005515/GO:0048316/GO:0031146/GO:0006261/GO:0006511,S_alt_contig04510_RC,LOC_Os03g43390,CUST_10550_PI428634872,S_alt_contig04510_RC,1,0,1,0.5
NA,,S_alt_contig04531,LOC_Os04g25840,CUST_10562_PI428634872,S_alt_contig04531,1,0,1,0.5
AT3G12360,GO:0005886/GO:0005515/GO:0005886/GO:0009651/GO:0005634/GO:0034613/GO:0009651/GO:0005886,S_alt_contig04539,LOC_Os03g17240,CUST_10566_PI428634872,S_alt_contig04539,1,1,2,1
AT5G46290,GO:0009790/GO:0016020/GO:0009570/GO:0010020/GO:0009507/GO:0009507/GO:0016747/GO:0009941/GO:0009570/GO:0009507/GO:0008152/GO:0000038/GO:0009409/GO:0000038/GO:0009058/GO:0009536/GO:0009507/GO:0006633/GO:0009570/GO:0009570/GO:0009570/GO:0006633/GO:0009941/GO:0009570/GO:0010020/GO:0003824/GO:0016020/GO:0009409/GO:0009941/GO:0009058/GO:0009570/GO:0009570/GO:0004312/GO:0003824/GO:0008152/GO:0006633/GO:0042335/GO:0009570/GO:0009570/GO:0008152/GO:0009058/GO:0009570/GO:0006633/GO:0003824/GO:0009507/GO:0009941/GO:0009570/GO:0016747,S_alt_contig04552,LOC_Os06g09630,CUST_10572_PI428634872,S_alt_contig04552,1,0,1,0.5
AT2G39050,GO:0008150/GO:0005634/GO:0005737/GO:0005634/GO:0030246,S_alt_contig04561,LOC_Os07g48500,CUST_10575_PI428634872,S_alt_contig04561,1,0,1,0.5
AT5G06370,GO:0009755/GO:0006635/GO:0007165/GO:0009755/GO:0003674/GO:0006635/GO:0008150,S_5sp_contig21874,LOC_Os05g36910,CUST_1057_PI428634872,S_5sp_contig21874,1,1,2,1
AT1G17440,GO:0005669/GO:0000394/GO:0005669/GO:0006352/GO:0010104/GO:0005669/GO:0006352/GO:0006352/GO:0009867/GO:0005669/GO:0006352/GO:0005634/GO:0010104/GO:0009736/GO:0003674/GO:0005669/GO:0000394/GO:0005634/GO:0006352/GO:0006352/GO:0009736/GO:0006352/GO:0003677/GO:0003677/GO:0006366/GO:0005634/GO:0009867/GO:0005669/GO:0006352/GO:0006352,S_alt_contig04572,LOC_Os01g62820,CUST_10580_PI428634872,S_alt_contig04572,1,0,1,0.5
AT4G26240,GO:0005634/GO:0003674/GO:0008150,S_alt_contig04591,LOC_Os01g37850,CUST_10588_PI428634872,S_alt_contig04591,1,0,1,0.5
AT5G04590,GO:0009507/GO:0009570/GO:0007030/GO:0009651/GO:0009941/GO:0009941/GO:0009941/GO:0016002/GO:0009409/GO:0019419/GO:0009570/GO:0009570/GO:0009941/GO:0006790/GO:0010319/GO:0006972/GO:0019761/GO:0009409/GO:0009570/GO:0009570/GO:0050311/GO:0007030/GO:0006096/GO:0048046/GO:0009651/GO:0019419/GO:0016002/GO:0019344/GO:0006790/GO:0006833/GO:0016126/GO:0009570/GO:0009684/GO:0050311/GO:0006972/GO:0009507/GO:0005507/GO:0019344/GO:0016020/GO:0009651/GO:0005737/GO:0009536/GO:0010319/GO:0009684/GO:0010319/GO:0006096/GO:0046686/GO:0009570/GO:0050311/GO:0019761/GO:0009570/GO:0009651/GO:0009266,S_alt_contig04600,LOC_Os05g42350,CUST_10591_PI428634872,S_alt_contig04600,1,0,1,0.5
NA,,S_alt_contig04608_NB,,CUST_10592_PI428634872,S_alt_contig04608_NB,1,1,2,1
AT1G56130,GO:0004672/GO:0006468/GO:0005886/GO:0004672/GO:0004674/GO:0004713/GO:0006468/GO:0016772/GO:0005886/GO:0005524/GO:0004674/GO:0005524/GO:0005524/GO:0005524/GO:0016020/GO:0006468/GO:0004713,S_alt_contig04618,LOC_Os08g10310,CUST_10598_PI428634872,S_alt_contig04618,1,0,1,0.5
AT2G36960,GO:0003677/GO:0005634/GO:0003700/GO:0003677/GO:0005515/GO:0005515/GO:0005634/GO:0005634/GO:0003677/GO:0003677,S_5sp_contig21924,LOC_Os07g44030,CUST_1059_PI428634872,S_5sp_contig21924,1,1,2,1
AT5G42220,GO:0005634/GO:0000956/GO:0048573/GO:0005829/GO:0009630/GO:0000956/GO:0048573,S_alt_contig04635,LOC_Os07g31540,CUST_10604_PI428634872,S_alt_contig04635,1,0,1,0.5
AT1G34750,GO:0005634/GO:0004722/GO:0031347/GO:0003824/GO:0005886/GO:0002237/GO:0009627/GO:0009627,S_alt_contig04644,LOC_Os04g37904,CUST_10610_PI428634872,S_alt_contig04644,1,0,1,0.5
NA,,S_alt_contig04648_NB,,CUST_10613_PI428634872,S_alt_contig04648_NB,1,1,2,1
ATMG00570,GO:0003674/GO:0005886/GO:0008150,S_alt_contig04651_RC,LOC_Os12g33962,CUST_10615_PI428634872,S_alt_contig04651_RC,1,0,1,0.5
AT3G22425,GO:0004424/GO:0000105/GO:0000105/GO:0009507/GO:0009507/GO:0000105/GO:0004424/GO:0000105/GO:0000105/GO:0000105/GO:0000105/GO:0000105/GO:0004424/GO:0000105/GO:0000105/GO:0004424,S_5sp_contig21949,LOC_Os04g52710,CUST_1061_PI428634872,S_5sp_contig21949,1,0,1,0.5
AT2G38610,GO:0003723/GO:0003676/GO:0005829/GO:0005634/GO:0008150/GO:0005829/GO:0003723/GO:0005634,S_alt_contig04672,LOC_Os01g60260,CUST_10623_PI428634872,S_alt_contig04672,1,1,2,1
NA,,S_alt_contig04681_NB,,CUST_10626_PI428634872,S_alt_contig04681_NB,1,1,2,1
AT1G70620,GO:0008150/GO:0005634/GO:0003674,S_alt_contig04684,LOC_Os04g56630,CUST_10627_PI428634872,S_alt_contig04684,1,0,1,0.5
AT3G47570,GO:0006468/GO:0005524/GO:0005524/GO:0004674/GO:0005886/GO:0005524/GO:0016772/GO:0004674/GO:0006468/GO:0004674/GO:0006468/GO:0006468/GO:0006468/GO:0004672/GO:0004672/GO:0006468/GO:0007169/GO:0016301/GO:0005524/GO:0004674,S_alt_contig04685,LOC_Os02g40240,CUST_10628_PI428634872,S_alt_contig04685,1,0,1,0.5
AT2G07707,GO:0016820/GO:0016021/GO:0005739/GO:0005773/GO:0015986/GO:0015078/GO:0000276/GO:0015986/GO:0016020/GO:0016820/GO:0009507/GO:0005773/GO:0015986/GO:0000276/GO:0005739/GO:0050897/GO:0000276/GO:0000276,S_alt_contig04689_RC,LOC_Os12g34018,CUST_10630_PI428634872,S_alt_contig04689_RC,1,0,1,0.5
NA,,S_alt_contig04711_RC,LOC_Os09g00999,CUST_10640_PI428634872,S_alt_contig04711_RC,1,0,1,0.5
NA,,S_alt_contig04712_RC,LOC_Os09g00999,CUST_10641_PI428634872,S_alt_contig04712_RC,1,0,1,0.5
AT4G08180,GO:0035091/GO:0005543/GO:0006612/GO:0009738/GO:0007154/GO:0030968/GO:0010200/GO:0000165/GO:0005543/GO:0009862/GO:0005543/GO:0043069/GO:0010363/GO:0009862/GO:0009723/GO:0009862/GO:0009862/GO:0009867/GO:0005634/GO:0050832/GO:0009409/GO:0050832/GO:0031348/GO:0009867/GO:0008202/GO:0010363/GO:0030968/GO:0009409/GO:0008142/GO:0006612/GO:0035556/GO:0007165/GO:0005634/GO:0005634/GO:0030968/GO:0009738,S_alt_contig04713_RC,LOC_Os03g49770,CUST_10642_PI428634872,S_alt_contig04713_RC,1,0,1,0.5
AT1G34750,GO:0005634/GO:0004722/GO:0031347/GO:0003824/GO:0005886/GO:0002237/GO:0009627/GO:0009627,S_alt_contig04721,LOC_Os04g37904,CUST_10646_PI428634872,S_alt_contig04721,1,1,2,1
NA,,S_alt_contig04723_NB,,CUST_10648_PI428634872,S_alt_contig04723_NB,1,0,1,0.5
NA,,S_alt_contig04726_NB,,CUST_10650_PI428634872,S_alt_contig04726_NB,1,0,1,0.5
NA,,S_alt_contig04731_RC,LOC_Os01g57968,CUST_10653_PI428634872,S_alt_contig04731_RC,1,0,1,0.5
AT2G39890,GO:0005886/GO:0006865/GO:0015824/GO:0005886/GO:0015171/GO:0005886/GO:0015193/GO:0016020,S_alt_contig04733,LOC_Os07g01090,CUST_10655_PI428634872,S_alt_contig04733,1,0,1,0.5
AT1G79270,GO:0009963/GO:0009805/GO:0009611/GO:0009805/GO:0003674/GO:0005634/GO:0009963/GO:0008150,S_alt_contig04743_RC,LOC_Os01g48790,CUST_10662_PI428634872,S_alt_contig04743_RC,1,0,1,0.5
AT2G35060,GO:0005886/GO:0015079/GO:0006813/GO:0005886/GO:0015079/GO:0071805/GO:0005737/GO:0005737/GO:0015079/GO:0009555/GO:0005886/GO:0005886/GO:0016020/GO:0071805/GO:0015079/GO:0071805/GO:0016020/GO:0071805,S_alt_contig04755,LOC_Os08g10550,CUST_10670_PI428634872,S_alt_contig04755,1,0,1,0.5
AT2G34040,GO:0009506/GO:0005829/GO:0005634/GO:0005829,S_5sp_contig21992,LOC_Os02g20930,CUST_1067_PI428634872,S_5sp_contig21992,1,1,2,1
AT4G32410,GO:0042538/GO:0048193/GO:0005794/GO:0048767/GO:0048767/GO:0016757/GO:0009651/GO:0016049/GO:0046686/GO:0006816/GO:0009825/GO:0009833/GO:0009825/GO:0005794/GO:0005768/GO:0007030/GO:0005886/GO:0005794/GO:0016759/GO:0006972/GO:0009266/GO:0009750/GO:0030244/GO:0030243/GO:0000902/GO:0005886/GO:0007030/GO:0006833/GO:0000902/GO:0009832/GO:0042538/GO:0005802/GO:0006972/GO:0030243/GO:0005886/GO:0030244/GO:0005768/GO:0009664/GO:0016760/GO:0030244/GO:0008270/GO:0009664/GO:0048193/GO:0003674/GO:0030244/GO:0009651/GO:0006096/GO:0006096/GO:0005575/GO:0009832,S_alt_contig04787,LOC_Os05g08370,CUST_10683_PI428634872,S_alt_contig04787,1,0,1,0.5
AT5G44240,GO:0008152/GO:0016020/GO:0006812/GO:0004012/GO:0000166/GO:0016021/GO:0005794/GO:0005524/GO:0005794/GO:0015662/GO:0016820/GO:0005524/GO:0004012/GO:0000166/GO:0015914/GO:0005794/GO:0016021/GO:0005524/GO:0000287/GO:0008152/GO:0046872/GO:0015662/GO:0016020/GO:0006812/GO:0009506/GO:0004012/GO:0003824/GO:0015662/GO:0005802/GO:0016820/GO:0015662/GO:0015914/GO:0004012/GO:0016820/GO:0015662/GO:0005634/GO:0003824/GO:0015662/GO:0046872/GO:0005524/GO:0016820/GO:0005768/GO:0000287/GO:0005768,S_alt_contig04794_RC,LOC_Os11g25980,CUST_10687_PI428634872,S_alt_contig04794_RC,1,0,1,0.5
AT4G12790,GO:0000166/GO:0008150/GO:0005524/GO:0000166/GO:0005524/GO:0000166/GO:0000166/GO:0000166,S_5sp_contig21995,LOC_Os03g50620,CUST_1068_PI428634872,S_5sp_contig21995,1,0,1,0.5
AT1G18950,GO:0005634/GO:0007346/GO:0004812/GO:0000956/GO:0008150/GO:0000956,S_alt_contig04811_RC,LOC_Os01g08550,CUST_10693_PI428634872,S_alt_contig04811_RC,1,1,2,1
