AT,TargetID
AT3G27925,S_5sp_contig20081_RC
NA,S_alt_contig02500_NB
AT1G64860,S_alt_contig02502
AT5G54680,S_alt_contig02505
AT2G11520,S_alt_contig02513_RC
AT5G41580,S_alt_contig02514_RC
AT4G02590,S_alt_contig02515_RC
AT2G46080,S_alt_contig02529_RC
AT2G32910,S_alt_contig02534
AT5G55850,S_alt_contig02535
AT5G25754,S_alt_contig02539_RC
AT1G09010,S_alt_contig02540_RC
AT1G07960,S_alt_contig02541
AT1G64260,S_alt_contig02542
AT3G05420,S_alt_contig02543_RC
AT5G52210,S_5sp_contig20131
NA,S_alt_contig02554_NB
AT3G49080,S_alt_contig02560_RC
AT3G16980,S_alt_contig02563
NA,S_alt_contig02568_NB
AT5G01970,S_alt_contig02576_RC
AT4G38120,S_alt_contig02584
AT3G46060,S_alt_contig02585_RC
AT2G21120,S_5sp_contig20159
AT2G31400,S_alt_contig02588
AT3G24010,S_alt_contig02590_RC
AT2G20180,S_alt_contig02605
AT3G23430,S_alt_contig02617
AT5G43940,S_alt_contig02632
AT1G13920,S_alt_contig02634
AT2G37040,S_alt_contig02651
AT5G42790,S_alt_contig02658
NA,S_alt_contig02677_RC
AT1G14570,S_alt_contig02686_RC
AT4G09810,S_alt_contig02688_RC
AT5G47490,S_alt_contig02692_RC
AT5G05310,S_5sp_contig20214
AT1G47420,S_alt_contig02696
AT1G05410,S_alt_contig02698
AT3G48890,S_alt_contig02708
NA,S_alt_contig02715
AT5G16800,S_5sp_contig20244
AT3G61600,S_alt_contig02732_RC
NA,S_alt_contig02733
AT3G58110,S_alt_contig02736_RC
AT5G33320,S_alt_contig02741
AT2G44280,S_alt_contig02743_RC
AT5G53530,S_alt_contig02749
AT5G19400,S_alt_contig02750
AT2G39050,S_alt_contig02755
AT1G52600,S_alt_contig02759
NA,S_alt_contig02766_NB
AT5G43990,S_alt_contig02769
AT4G19640,S_alt_contig02784
AT1G71270,S_alt_contig02791
AT1G15520,S_alt_contig02801
AT5G55190,S_alt_contig02807
AT5G63830,S_alt_contig02814
AT1G49975,S_alt_contig02819
AT4G08460,S_alt_contig02823_RC
AT2G33730,S_alt_contig02827_RC
AT4G27940,S_alt_contig02832
AT3G03710,S_alt_contig02835
AT4G38360,S_alt_contig02847
AT2G34410,S_alt_contig02852
AT3G17020,S_alt_contig02858
AT2G46710,S_alt_contig02859
NA,S_alt_contig02863_NB
AT5G18640,S_alt_contig02864
AT2G20650,S_alt_contig02876_RC
AT1G52700,S_alt_contig02879
AT3G20550,S_alt_contig02883_RC
AT5G45190,S_alt_contig02885
AT1G32810,S_alt_contig02887
AT2G33860,S_alt_contig02909_RC
AT1G77270,S_alt_contig02910
AT5G23630,S_alt_contig02917_RC
AT4G10570,S_alt_contig02920
AT5G02410,S_5sp_contig20409
AT5G63980,S_alt_contig02928
AT5G64390,S_alt_contig02929_RC
AT1G06220,S_alt_contig02931
AT1G21651,S_alt_contig02948_RC
AT5G02410,S_5sp_contig20413
AT4G24190,S_alt_contig02955_RC
AT4G14350,S_alt_contig02956_RC
AT1G64720,S_alt_contig02959
AT2G02570,S_alt_contig02965_RC
AT1G43700,S_alt_contig02972
AT1G15520,S_alt_contig02977
AT1G59900,S_alt_contig02979
AT1G78280,S_alt_contig02990
AT5G05340,S_alt_contig02998_RC
AT4G35090,S_alt_contig03003
AT2G20580,S_alt_contig03011
NA,S_alt_contig03012_NB
AT5G18525,S_alt_contig03014
AT4G31170,S_alt_contig03016_RC
AT1G29330,S_5sp_contig20431
AT3G18290,S_alt_contig03019_RC
AT2G05710,S_alt_contig03022
AT1G11650,S_alt_contig03044
AT5G63080,S_alt_contig03060_RC
AT3G18520,S_alt_contig03062
AT4G24760,S_alt_contig03063
AT1G01770,S_alt_contig03067_RC
AT1G44900,S_alt_contig03071
AT4G12650,S_alt_contig03099
AT3G49050,S_alt_contig03100_RC
AT5G25360,S_5sp_contig20448
AT1G33470,S_alt_contig03120_RC
AT1G13900,S_alt_contig03122
AT5G08680,S_alt_contig03127
AT3G42170,S_alt_contig03135
AT3G27540,S_alt_contig03136
AT3G01390,S_alt_contig03138
AT1G70650,S_alt_contig03146_RC
AT5G02580,S_alt_contig03152
AT3G22960,S_alt_contig03158
AT3G47680,S_alt_contig03162_RC
AT1G31050,S_5sp_contig20509
AT5G12370,S_alt_contig03172
AT4G21860,S_alt_contig03173
AT1G64260,S_alt_contig03175
AT3G15360,S_alt_contig03176
NA,S_alt_contig03180_RC
AT2G40116,S_alt_contig03184
AT4G19640,S_alt_contig03192
AT3G19290,S_5sp_contig20559
AT2G05710,S_alt_contig03200
NA,S_alt_contig03201_RC
AT1G49760,S_alt_contig03205_RC
AT5G65630,S_alt_contig03215
AT2G33860,S_alt_contig03217
AT1G77290,S_alt_contig03231
AT1G54460,S_alt_contig03233_RC
NA,S_alt_contig03234_NB
AT4G17720,S_alt_contig03238
NA,S_alt_contig03239_NB
AT2G26780,S_5sp_contig20656_RC
AT2G40830,S_alt_contig03246
AT3G16780,S_alt_contig03248_RC
AT5G08750,S_alt_contig03252_RC
AT4G28760,S_alt_contig03261
AT3G08690,S_alt_contig03277
AT5G18240,S_alt_contig03284
AT2G22540,S_alt_contig03288
AT4G28450,S_alt_contig03298
AT5G60790,S_alt_contig03305
AT1G60690,S_alt_contig03307_RC
NA,S_alt_contig03308
AT3G61230,S_alt_contig03311_RC
AT4G33690,S_alt_contig03316
AT5G03290,S_alt_contig03321
AT5G36880,S_alt_contig03323
AT2G01190,S_alt_contig03327
ATCG00360,S_5sp_contig20875_RC
AT1G10630,S_alt_contig03335
AT1G22410,S_alt_contig03339
AT3G56460,S_alt_contig03341
AT5G43950,S_5sp_contig20876_RC
AT5G42140,S_alt_contig03346
AT1G09620,S_alt_contig03347_RC
AT2G18220,S_alt_contig03352_RC
AT3G12390,S_alt_contig03353
AT4G23790,S_alt_contig03359_RC
AT1G09330,S_alt_contig03371
AT5G35530,S_alt_contig03374
AT1G10320,S_alt_contig03375_RC
AT3G17810,S_alt_contig03376
AT1G67730,S_alt_contig03378_RC
AT3G25860,S_alt_contig03395
AT3G02360,S_alt_contig03396_RC
AT2G20820,S_alt_contig03399
AT5G41010,S_alt_contig03400
AT4G37670,S_alt_contig03406_RC
AT1G59610,S_5sp_contig20922
AT5G58420,S_alt_contig03419
AT3G02830,S_alt_contig03427
AT3G44590,S_alt_contig03432
AT1G53240,S_alt_contig03434
AT1G78070,S_alt_contig03454
AT4G05390,S_alt_contig03466
AT1G70680,S_alt_contig03469
AT4G31340,S_alt_contig03485
AT1G15780,S_alt_contig03486
AT1G67710,S_alt_contig03496
AT3G09060,S_alt_contig03498_RC
AT5G58450,S_alt_contig03514_RC
AT1G50600,S_5sp_contig21038
AT5G16820,S_alt_contig03525
AT5G50210,S_alt_contig03530_RC
AT1G19660,S_alt_contig03532
AT2G30970,S_alt_contig03539_RC
AT2G40960,S_alt_contig03551
AT5G54580,S_alt_contig03563
NA,S_alt_contig03573_NB
AT4G21160,S_alt_contig03576_RC
AT1G31812,S_alt_contig03581
AT2G22310,S_alt_contig03582
AT1G08460,S_alt_contig03585_RC
AT5G62790,S_alt_contig03591
AT1G55915,S_alt_contig03592
AT5G42740,S_5sp_contig21074
AT2G42790,S_alt_contig03603
NA,S_alt_contig03612_RC
AT5G42740,S_5sp_contig21075
AT5G24970,S_alt_contig03627_RC
AT2G31820,S_alt_contig03637
AT5G16550,S_alt_contig03639
AT5G23520,S_alt_contig03648
AT4G33950,S_alt_contig03660
AT1G76460,S_alt_contig03664
AT4G26500,S_alt_contig03665
AT1G34030,S_alt_contig03674_RC
AT1G26850,S_alt_contig03676_RC
AT5G48830,S_alt_contig03681
AT5G64700,S_alt_contig03682
AT1G52360,S_alt_contig03684
AT4G15470,S_alt_contig03687_RC
AT1G03905,S_alt_contig03692_RC
AT2G01490,S_alt_contig03704
AT4G24740,S_alt_contig03714
AT3G54650,S_5sp_contig21133
AT1G80480,S_alt_contig03733
